id,title,description,tags,creator_id,created_at,popularity_score,likes_count,views_count,shares_count
340,Tech Talk,Presentations on emerging technologies (Limited Slots),"technology,education",237,2025-07-23,2.1,62,467,0
341,Block Movie Night,Outdoor movie screening every Friday evening (Join Now),"movies,entertainment",228,2025-06-04,0.9,92,44,5
342,Block Movie Night,Outdoor movie screening every Friday evening (Beginner Friendly),"movies,entertainment",209,2025-07-04,5.4,55,69,4
343,Cycling Group,Weekend cycling tours around the city (Join Now),"sports,outdoors",215,2025-04-27,7.9,8,160,18
344,Cooking Workshop,Hands-on cooking workshops for healthy meals (Beginner Friendly),"food,education",248,2025-03-12,4.8,82,136,13
345,Pottery Class,Weekly pottery classes for beginners (Beginner Friendly),"art,crafts",226,2025-06-25,3.4,72,424,39
346,Tech Talk,Presentations on emerging technologies (Weekly Session),"technology,education",203,2025-03-26,9.3,82,30,38
347,Food Festival,Block B food festival featuring local cuisine (Limited Slots),"food,event",250,2025-04-21,5.8,100,353,41
348,Book Club,Monthly book discussions on contemporary literature (Join Now),"books,community",211,2025-07-01,9.2,78,229,48
349,Pet Meetup,Meet and share fun activities for your pets (Join Now),"pets,community",232,2025-06-25,9.5,87,67,32
350,Yoga Class,Morning yoga session for fitness and relaxation (Beginner Friendly),"fitness,wellness",223,2025-03-17,1.4,86,382,33
351,Pet Meetup,Meet and share fun activities for your pets (Limited Slots),"pets,community",229,2025-03-30,2.6,48,16,21
352,Food Festival,Block B food festival featuring local cuisine (Weekly Session),"food,event",236,2025-06-23,4.8,18,173,9
353,Tech Talk,Presentations on emerging technologies (Beginner Friendly),"technology,education",218,2025-04-04,6.9,23,423,50
354,Block Movie Night,Outdoor movie screening every Friday evening (Weekly Session),"movies,entertainment",212,2025-05-22,4.1,94,449,31
355,Cooking Workshop,Hands-on cooking workshops for healthy meals (Beginner Friendly),"food,education",217,2025-04-25,7.3,67,301,47
356,Food Festival,Block B food festival featuring local cuisine (Join Now),"food,event",222,2025-07-21,3.5,19,214,29
357,Tech Talk,Presentations on emerging technologies (Limited Slots),"technology,education",226,2025-04-07,4.2,96,64,16
358,Cycling Group,Weekend cycling tours around the city (Join Now),"sports,outdoors",248,2025-05-19,0.7,63,75,46
359,Yoga Class,Morning yoga session for fitness and relaxation (Limited Slots),"fitness,wellness",224,2025-05-01,3.8,5,237,17
360,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Limited Slots),"gardening,workshop",229,2025-03-25,4.9,77,214,24
361,Cycling Group,Weekend cycling tours around the city (Beginner Friendly),"sports,outdoors",216,2025-05-09,8.3,74,463,26
362,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Join Now),"gardening,workshop",233,2025-04-30,6.0,46,228,38
363,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Beginner Friendly),"gardening,workshop",241,2025-06-12,4.3,94,295,30
364,Food Festival,Block B food festival featuring local cuisine (Join Now),"food,event",233,2025-01-23,8.7,13,438,19
365,Pottery Class,Weekly pottery classes for beginners (Weekly Session),"art,crafts",212,2025-01-08,9.2,71,478,33
366,Cooking Workshop,Hands-on cooking workshops for healthy meals (Limited Slots),"food,education",231,2025-01-11,9.2,38,93,48
367,Pottery Class,Weekly pottery classes for beginners (Join Now),"art,crafts",238,2025-07-08,8.0,61,157,14
368,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Weekly Session),"gardening,workshop",211,2025-04-20,6.7,87,471,33
369,Pottery Class,Weekly pottery classes for beginners (Join Now),"art,crafts",207,2025-01-05,6.1,62,458,33
370,Block Movie Night,Outdoor movie screening every Friday evening (Beginner Friendly),"movies,entertainment",210,2025-04-27,4.7,1,400,41
371,Cooking Workshop,Hands-on cooking workshops for healthy meals (Limited Slots),"food,education",232,2025-04-06,4.3,22,397,13
372,Book Club,Monthly book discussions on contemporary literature (Join Now),"books,community",202,2025-04-08,1.6,73,106,48
373,Cooking Workshop,Hands-on cooking workshops for healthy meals (Weekly Session),"food,education",203,2025-06-21,6.4,3,173,32
374,Pet Meetup,Meet and share fun activities for your pets (Beginner Friendly),"pets,community",211,2025-01-16,3.7,40,54,50
375,Tech Talk,Presentations on emerging technologies (Limited Slots),"technology,education",209,2025-08-03,5.3,30,369,32
376,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Join Now),"gardening,workshop",212,2025-07-11,5.3,35,66,25
377,Cycling Group,Weekend cycling tours around the city (Beginner Friendly),"sports,outdoors",245,2025-06-03,3.0,97,61,10
378,Cooking Workshop,Hands-on cooking workshops for healthy meals (Limited Slots),"food,education",225,2025-03-28,6.0,65,233,23
379,Book Club,Monthly book discussions on contemporary literature (Weekly Session),"books,community",245,2025-01-24,5.2,16,491,17
380,Book Club,Monthly book discussions on contemporary literature (Weekly Session),"books,community",234,2025-03-08,7.8,71,98,42
381,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Beginner Friendly),"gardening,workshop",218,2025-01-17,3.8,82,258,29
382,Cooking Workshop,Hands-on cooking workshops for healthy meals (Limited Slots),"food,education",220,2025-06-14,9.2,37,204,29
383,Block Movie Night,Outdoor movie screening every Friday evening (Weekly Session),"movies,entertainment",239,2025-07-21,7.0,80,349,45
384,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Limited Slots),"gardening,workshop",237,2025-02-17,4.3,86,62,32
385,Book Club,Monthly book discussions on contemporary literature (Beginner Friendly),"books,community",222,2025-06-18,3.8,76,257,42
386,Cooking Workshop,Hands-on cooking workshops for healthy meals (Join Now),"food,education",221,2025-02-16,7.8,35,389,27
387,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Limited Slots),"gardening,workshop",207,2025-07-16,3.6,88,262,2
388,Block Movie Night,Outdoor movie screening every Friday evening (Beginner Friendly),"movies,entertainment",217,2025-05-25,4.3,91,64,34
389,Cycling Group,Weekend cycling tours around the city (Weekly Session),"sports,outdoors",211,2025-04-26,1.2,58,99,26
390,Block Movie Night,Outdoor movie screening every Friday evening (Join Now),"movies,entertainment",216,2025-06-28,8.9,39,390,45
391,Cooking Workshop,Hands-on cooking workshops for healthy meals (Join Now),"food,education",206,2025-03-28,8.9,98,42,23
392,Pottery Class,Weekly pottery classes for beginners (Limited Slots),"art,crafts",234,2025-04-29,1.9,67,334,23
393,Food Festival,Block B food festival featuring local cuisine (Limited Slots),"food,event",250,2025-08-15,2.5,52,119,5
394,Tech Talk,Presentations on emerging technologies (Join Now),"technology,education",246,2025-01-25,8.9,69,263,4
395,Book Club,Monthly book discussions on contemporary literature (Limited Slots),"books,community",203,2025-07-08,9.2,84,336,30
396,Tech Talk,Presentations on emerging technologies (Weekly Session),"technology,education",229,2025-02-22,10.0,65,121,0
397,Tech Talk,Presentations on emerging technologies (Weekly Session),"technology,education",228,2025-02-20,5.1,95,221,22
398,Tech Talk,Presentations on emerging technologies (Join Now),"technology,education",235,2025-04-28,8.5,29,399,18
399,Cycling Group,Weekend cycling tours around the city (Beginner Friendly),"sports,outdoors",233,2025-06-03,9.7,21,162,8
400,Pottery Class,Weekly pottery classes for beginners (Join Now),"art,crafts",240,2025-01-01,1.5,65,346,49
401,Yoga Class,Morning yoga session for fitness and relaxation (Weekly Session),"fitness,wellness",244,2025-04-30,3.3,79,369,22
402,Cooking Workshop,Hands-on cooking workshops for healthy meals (Weekly Session),"food,education",233,2025-01-29,3.1,6,489,22
403,Book Club,Monthly book discussions on contemporary literature (Weekly Session),"books,community",231,2025-01-02,0.3,34,404,14
404,Yoga Class,Morning yoga session for fitness and relaxation (Weekly Session),"fitness,wellness",225,2025-06-03,5.0,53,401,18
405,Book Club,Monthly book discussions on contemporary literature (Weekly Session),"books,community",226,2025-06-02,2.6,68,412,29
406,Pottery Class,Weekly pottery classes for beginners (Join Now),"art,crafts",227,2025-07-06,7.4,100,46,11
407,Pet Meetup,Meet and share fun activities for your pets (Join Now),"pets,community",220,2025-02-21,2.2,82,451,46
408,Pet Meetup,Meet and share fun activities for your pets (Beginner Friendly),"pets,community",226,2025-07-06,9.3,46,461,31
409,Food Festival,Block B food festival featuring local cuisine (Beginner Friendly),"food,event",221,2025-04-08,5.3,43,172,5
410,Pottery Class,Weekly pottery classes for beginners (Weekly Session),"art,crafts",222,2025-02-23,7.6,89,180,40
411,Food Festival,Block B food festival featuring local cuisine (Weekly Session),"food,event",247,2025-07-28,2.7,1,267,42
412,Block Movie Night,Outdoor movie screening every Friday evening (Limited Slots),"movies,entertainment",207,2025-06-11,7.3,51,392,18
413,Pet Meetup,Meet and share fun activities for your pets (Beginner Friendly),"pets,community",228,2025-02-12,6.0,37,125,43
414,Food Festival,Block B food festival featuring local cuisine (Beginner Friendly),"food,event",218,2025-02-09,0.7,16,218,32
415,Block Movie Night,Outdoor movie screening every Friday evening (Join Now),"movies,entertainment",226,2025-06-25,1.8,36,117,37
416,Block Movie Night,Outdoor movie screening every Friday evening (Limited Slots),"movies,entertainment",208,2025-04-29,5.9,0,178,16
417,Cycling Group,Weekend cycling tours around the city (Weekly Session),"sports,outdoors",239,2025-01-08,6.6,63,429,30
418,Food Festival,Block B food festival featuring local cuisine (Beginner Friendly),"food,event",246,2025-04-23,7.4,48,127,32
419,Book Club,Monthly book discussions on contemporary literature (Beginner Friendly),"books,community",246,2025-07-22,6.3,67,120,24
420,Cycling Group,Weekend cycling tours around the city (Weekly Session),"sports,outdoors",225,2025-05-14,0.5,26,116,18
421,Food Festival,Block B food festival featuring local cuisine (Limited Slots),"food,event",208,2025-03-12,0.2,20,4,26
422,Cooking Workshop,Hands-on cooking workshops for healthy meals (Weekly Session),"food,education",213,2025-08-04,1.0,92,437,25
423,Food Festival,Block B food festival featuring local cuisine (Join Now),"food,event",208,2025-01-25,1.9,68,287,3
424,Cooking Workshop,Hands-on cooking workshops for healthy meals (Weekly Session),"food,education",205,2025-03-01,9.5,57,110,7
425,Pottery Class,Weekly pottery classes for beginners (Join Now),"art,crafts",207,2025-08-13,3.4,35,352,8
426,Book Club,Monthly book discussions on contemporary literature (Join Now),"books,community",228,2025-04-15,8.4,33,448,33
427,Food Festival,Block B food festival featuring local cuisine (Limited Slots),"food,event",234,2025-05-27,1.9,49,287,36
428,Pet Meetup,Meet and share fun activities for your pets (Beginner Friendly),"pets,community",218,2025-05-26,6.5,42,500,12
429,Tech Talk,Presentations on emerging technologies (Join Now),"technology,education",220,2025-05-16,0.9,89,375,44
430,Pottery Class,Weekly pottery classes for beginners (Beginner Friendly),"art,crafts",249,2025-06-09,1.6,87,51,37
431,Pottery Class,Weekly pottery classes for beginners (Weekly Session),"art,crafts",207,2025-08-03,5.6,65,361,17
432,Cycling Group,Weekend cycling tours around the city (Weekly Session),"sports,outdoors",244,2025-08-19,0.3,87,408,14
433,Cycling Group,Weekend cycling tours around the city (Limited Slots),"sports,outdoors",246,2025-05-20,8.8,36,491,13
434,Tech Talk,Presentations on emerging technologies (Limited Slots),"technology,education",223,2025-05-11,3.9,6,76,11
435,Cooking Workshop,Hands-on cooking workshops for healthy meals (Limited Slots),"food,education",215,2025-02-06,5.1,88,217,45
436,Book Club,Monthly book discussions on contemporary literature (Beginner Friendly),"books,community",208,2025-01-12,5.7,43,477,19
437,Tech Talk,Presentations on emerging technologies (Limited Slots),"technology,education",222,2025-04-05,9.1,15,39,37
438,Food Festival,Block B food festival featuring local cuisine (Weekly Session),"food,event",229,2025-01-24,9.9,82,107,6
439,Pottery Class,Weekly pottery classes for beginners (Weekly Session),"art,crafts",240,2025-08-18,4.5,0,484,34
440,Cycling Group,Weekend cycling tours around the city (Join Now),"sports,outdoors",239,2025-01-10,1.0,43,461,3
441,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Limited Slots),"gardening,workshop",235,2025-06-25,2.1,57,160,35
442,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Join Now),"gardening,workshop",215,2025-07-22,0.2,84,491,0
443,Block Movie Night,Outdoor movie screening every Friday evening (Beginner Friendly),"movies,entertainment",214,2025-08-03,0.7,25,387,36
444,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Join Now),"gardening,workshop",233,2025-03-06,4.1,78,464,13
445,Food Festival,Block B food festival featuring local cuisine (Limited Slots),"food,event",244,2025-01-03,6.2,69,185,24
446,Pottery Class,Weekly pottery classes for beginners (Weekly Session),"art,crafts",230,2025-02-03,8.8,36,19,33
447,Tech Talk,Presentations on emerging technologies (Join Now),"technology,education",208,2025-05-26,6.0,68,166,48
448,Tech Talk,Presentations on emerging technologies (Join Now),"technology,education",247,2025-03-30,0.6,29,356,33
449,Pet Meetup,Meet and share fun activities for your pets (Beginner Friendly),"pets,community",244,2025-08-13,3.4,38,397,32
450,Cooking Workshop,Hands-on cooking workshops for healthy meals (Join Now),"food,education",206,2025-08-08,4.7,75,66,32
451,Book Club,Monthly book discussions on contemporary literature (Beginner Friendly),"books,community",244,2025-07-12,7.6,3,141,44
452,Cycling Group,Weekend cycling tours around the city (Beginner Friendly),"sports,outdoors",235,2025-05-19,5.6,39,276,12
453,Food Festival,Block B food festival featuring local cuisine (Beginner Friendly),"food,event",217,2025-01-30,9.8,40,64,33
454,Yoga Class,Morning yoga session for fitness and relaxation (Limited Slots),"fitness,wellness",242,2025-02-05,1.7,61,305,14
455,Cooking Workshop,Hands-on cooking workshops for healthy meals (Join Now),"food,education",211,2025-03-17,4.8,96,113,18
456,Cooking Workshop,Hands-on cooking workshops for healthy meals (Beginner Friendly),"food,education",216,2025-07-05,8.6,72,43,6
457,Food Festival,Block B food festival featuring local cuisine (Join Now),"food,event",225,2025-01-20,9.9,100,487,31
458,Yoga Class,Morning yoga session for fitness and relaxation (Beginner Friendly),"fitness,wellness",206,2025-03-17,9.0,26,325,14
459,Food Festival,Block B food festival featuring local cuisine (Limited Slots),"food,event",236,2025-07-28,3.1,85,213,10
460,Food Festival,Block B food festival featuring local cuisine (Weekly Session),"food,event",223,2025-01-26,1.1,87,264,18
461,Yoga Class,Morning yoga session for fitness and relaxation (Weekly Session),"fitness,wellness",231,2025-08-16,7.3,34,156,15
462,Cooking Workshop,Hands-on cooking workshops for healthy meals (Join Now),"food,education",230,2025-06-17,7.1,65,35,45
463,Pottery Class,Weekly pottery classes for beginners (Weekly Session),"art,crafts",224,2025-05-05,1.7,97,420,40
464,Block Movie Night,Outdoor movie screening every Friday evening (Limited Slots),"movies,entertainment",211,2025-03-19,4.2,54,405,11
465,Yoga Class,Morning yoga session for fitness and relaxation (Weekly Session),"fitness,wellness",205,2025-01-08,3.6,80,81,23
466,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Beginner Friendly),"gardening,workshop",230,2025-04-28,8.8,0,229,45
467,Block Movie Night,Outdoor movie screening every Friday evening (Weekly Session),"movies,entertainment",204,2025-02-24,6.7,23,471,30
468,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Beginner Friendly),"gardening,workshop",238,2025-04-08,1.0,7,352,43
469,Yoga Class,Morning yoga session for fitness and relaxation (Beginner Friendly),"fitness,wellness",216,2025-07-11,10.0,48,478,4
470,Cycling Group,Weekend cycling tours around the city (Beginner Friendly),"sports,outdoors",239,2025-06-14,0.3,98,382,3
471,Cycling Group,Weekend cycling tours around the city (Weekly Session),"sports,outdoors",213,2025-04-30,7.7,80,439,0
472,Cycling Group,Weekend cycling tours around the city (Join Now),"sports,outdoors",238,2025-08-02,5.5,81,234,31
473,Yoga Class,Morning yoga session for fitness and relaxation (Beginner Friendly),"fitness,wellness",222,2025-03-25,3.8,34,444,16
474,Cycling Group,Weekend cycling tours around the city (Beginner Friendly),"sports,outdoors",237,2025-04-08,0.2,56,372,5
475,Book Club,Monthly book discussions on contemporary literature (Beginner Friendly),"books,community",231,2025-01-30,1.7,81,390,40
476,Book Club,Monthly book discussions on contemporary literature (Beginner Friendly),"books,community",213,2025-07-08,5.3,11,474,32
477,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Limited Slots),"gardening,workshop",213,2025-03-10,4.6,41,94,46
478,Block Movie Night,Outdoor movie screening every Friday evening (Limited Slots),"movies,entertainment",233,2025-06-20,6.3,78,199,23
479,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Weekly Session),"gardening,workshop",208,2025-03-23,7.8,27,286,22
480,Cooking Workshop,Hands-on cooking workshops for healthy meals (Beginner Friendly),"food,education",215,2025-02-24,8.4,13,350,50
481,Pet Meetup,Meet and share fun activities for your pets (Weekly Session),"pets,community",222,2025-03-30,9.0,35,13,12
482,Food Festival,Block B food festival featuring local cuisine (Beginner Friendly),"food,event",239,2025-05-10,0.2,88,477,8
483,Yoga Class,Morning yoga session for fitness and relaxation (Limited Slots),"fitness,wellness",226,2025-03-01,5.7,49,392,29
484,Pottery Class,Weekly pottery classes for beginners (Weekly Session),"art,crafts",230,2025-01-17,0.1,48,347,6
485,Yoga Class,Morning yoga session for fitness and relaxation (Weekly Session),"fitness,wellness",233,2025-06-23,6.7,50,370,50
486,Pottery Class,Weekly pottery classes for beginners (Weekly Session),"art,crafts",243,2025-06-05,1.3,38,174,14
487,Pottery Class,Weekly pottery classes for beginners (Limited Slots),"art,crafts",204,2025-02-03,7.8,97,241,7
488,Block Movie Night,Outdoor movie screening every Friday evening (Limited Slots),"movies,entertainment",221,2025-03-05,8.2,75,376,24
489,Food Festival,Block B food festival featuring local cuisine (Beginner Friendly),"food,event",214,2025-07-12,1.7,56,86,11
490,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Limited Slots),"gardening,workshop",234,2025-08-02,4.1,87,349,39
491,Book Club,Monthly book discussions on contemporary literature (Weekly Session),"books,community",219,2025-05-21,2.1,29,28,28
492,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Join Now),"gardening,workshop",208,2025-04-16,1.3,73,14,18
493,Yoga Class,Morning yoga session for fitness and relaxation (Beginner Friendly),"fitness,wellness",207,2025-03-12,6.9,24,286,31
494,Book Club,Monthly book discussions on contemporary literature (Weekly Session),"books,community",204,2025-06-25,5.0,10,58,10
495,Tech Talk,Presentations on emerging technologies (Join Now),"technology,education",225,2025-05-27,3.5,77,230,13
496,Food Festival,Block B food festival featuring local cuisine (Beginner Friendly),"food,event",213,2025-02-24,0.8,93,285,32
497,Cycling Group,Weekend cycling tours around the city (Weekly Session),"sports,outdoors",235,2025-05-24,6.1,79,428,0
498,Block Movie Night,Outdoor movie screening every Friday evening (Weekly Session),"movies,entertainment",226,2025-07-13,1.0,72,411,8
499,Pottery Class,Weekly pottery classes for beginners (Join Now),"art,crafts",228,2025-06-15,4.8,72,382,46
500,Cooking Workshop,Hands-on cooking workshops for healthy meals (Beginner Friendly),"food,education",223,2025-03-05,1.5,68,242,42
501,Pet Meetup,Meet and share fun activities for your pets (Beginner Friendly),"pets,community",202,2025-03-31,0.1,85,296,4
502,Pet Meetup,Meet and share fun activities for your pets (Join Now),"pets,community",201,2025-05-16,5.3,8,194,2
503,Pet Meetup,Meet and share fun activities for your pets (Join Now),"pets,community",240,2025-04-03,6.7,80,30,46
504,Pet Meetup,Meet and share fun activities for your pets (Limited Slots),"pets,community",243,2025-02-01,1.0,17,474,49
505,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Weekly Session),"gardening,workshop",239,2025-07-10,6.9,45,351,33
506,Cooking Workshop,Hands-on cooking workshops for healthy meals (Beginner Friendly),"food,education",205,2025-03-30,1.4,59,279,31
507,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Join Now),"gardening,workshop",228,2025-07-16,0.0,33,219,5
508,Pottery Class,Weekly pottery classes for beginners (Weekly Session),"art,crafts",214,2025-05-30,9.1,7,23,12
509,Pet Meetup,Meet and share fun activities for your pets (Join Now),"pets,community",201,2025-07-10,6.0,85,13,12
510,Tech Talk,Presentations on emerging technologies (Beginner Friendly),"technology,education",230,2025-03-01,7.2,86,47,13
511,Yoga Class,Morning yoga session for fitness and relaxation (Limited Slots),"fitness,wellness",213,2025-05-16,3.1,34,300,20
512,Pottery Class,Weekly pottery classes for beginners (Weekly Session),"art,crafts",247,2025-06-29,6.0,15,163,14
513,Yoga Class,Morning yoga session for fitness and relaxation (Limited Slots),"fitness,wellness",209,2025-01-16,3.3,97,2,29
514,Cooking Workshop,Hands-on cooking workshops for healthy meals (Join Now),"food,education",212,2025-03-10,8.2,38,441,6
515,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Join Now),"gardening,workshop",214,2025-04-14,1.8,41,56,15
516,Yoga Class,Morning yoga session for fitness and relaxation (Beginner Friendly),"fitness,wellness",214,2025-05-24,4.4,79,81,43
517,Block Movie Night,Outdoor movie screening every Friday evening (Join Now),"movies,entertainment",223,2025-06-16,7.0,63,446,36
518,Food Festival,Block B food festival featuring local cuisine (Weekly Session),"food,event",248,2025-01-16,6.6,96,320,44
519,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Beginner Friendly),"gardening,workshop",215,2025-05-10,1.3,78,385,27
520,Cycling Group,Weekend cycling tours around the city (Limited Slots),"sports,outdoors",223,2025-04-05,8.1,39,358,49
521,Pet Meetup,Meet and share fun activities for your pets (Limited Slots),"pets,community",246,2025-04-16,8.4,5,339,5
522,Block Movie Night,Outdoor movie screening every Friday evening (Join Now),"movies,entertainment",246,2025-08-13,7.0,9,350,7
523,Yoga Class,Morning yoga session for fitness and relaxation (Beginner Friendly),"fitness,wellness",224,2025-01-17,2.0,81,161,31
524,Tech Talk,Presentations on emerging technologies (Weekly Session),"technology,education",221,2025-02-23,1.7,65,171,10
525,Yoga Class,Morning yoga session for fitness and relaxation (Weekly Session),"fitness,wellness",250,2025-07-24,3.1,58,341,15
526,Cycling Group,Weekend cycling tours around the city (Join Now),"sports,outdoors",225,2025-02-13,1.1,41,393,32
527,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Weekly Session),"gardening,workshop",211,2025-05-26,0.7,48,59,2
528,Block Movie Night,Outdoor movie screening every Friday evening (Limited Slots),"movies,entertainment",207,2025-05-10,4.8,32,107,6
529,Book Club,Monthly book discussions on contemporary literature (Join Now),"books,community",219,2025-04-17,5.4,69,83,31
530,Tech Talk,Presentations on emerging technologies (Join Now),"technology,education",227,2025-06-05,3.1,48,42,26
531,Cycling Group,Weekend cycling tours around the city (Beginner Friendly),"sports,outdoors",204,2025-04-14,2.2,40,141,45
532,Cooking Workshop,Hands-on cooking workshops for healthy meals (Join Now),"food,education",228,2025-03-12,1.8,52,172,14
533,Tech Talk,Presentations on emerging technologies (Limited Slots),"technology,education",226,2025-06-16,9.2,68,293,8
534,Pottery Class,Weekly pottery classes for beginners (Beginner Friendly),"art,crafts",206,2025-08-01,0.2,57,345,5
535,Block Movie Night,Outdoor movie screening every Friday evening (Join Now),"movies,entertainment",224,2025-04-13,7.8,33,37,28
536,Tech Talk,Presentations on emerging technologies (Beginner Friendly),"technology,education",234,2025-04-05,9.5,6,407,33
537,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Join Now),"gardening,workshop",215,2025-07-17,3.9,39,72,50
538,Food Festival,Block B food festival featuring local cuisine (Weekly Session),"food,event",246,2025-05-08,2.5,0,242,8
539,Pottery Class,Weekly pottery classes for beginners (Join Now),"art,crafts",233,2025-02-07,1.2,57,51,7
540,Cycling Group,Weekend cycling tours around the city (Limited Slots),"sports,outdoors",216,2025-02-04,7.5,55,112,46
541,Cycling Group,Weekend cycling tours around the city (Join Now),"sports,outdoors",206,2025-06-01,1.4,68,285,23
542,Book Club,Monthly book discussions on contemporary literature (Weekly Session),"books,community",216,2025-01-06,7.6,14,342,32
543,Pet Meetup,Meet and share fun activities for your pets (Beginner Friendly),"pets,community",223,2025-05-16,9.0,60,273,10
544,Block Movie Night,Outdoor movie screening every Friday evening (Limited Slots),"movies,entertainment",207,2025-03-16,1.2,99,190,37
545,Pet Meetup,Meet and share fun activities for your pets (Beginner Friendly),"pets,community",243,2025-02-25,4.1,61,202,5
546,Cycling Group,Weekend cycling tours around the city (Weekly Session),"sports,outdoors",244,2025-01-13,0.1,47,494,8
547,Book Club,Monthly book discussions on contemporary literature (Limited Slots),"books,community",243,2025-05-16,0.4,46,259,20
548,Cycling Group,Weekend cycling tours around the city (Limited Slots),"sports,outdoors",236,2025-08-17,1.4,72,36,28
549,Book Club,Monthly book discussions on contemporary literature (Weekly Session),"books,community",221,2025-02-16,9.1,84,275,49
550,Cooking Workshop,Hands-on cooking workshops for healthy meals (Join Now),"food,education",203,2025-03-01,4.1,19,98,12
551,Pet Meetup,Meet and share fun activities for your pets (Join Now),"pets,community",248,2025-08-06,7.0,70,102,20
552,Food Festival,Block B food festival featuring local cuisine (Limited Slots),"food,event",228,2025-07-18,8.7,85,479,31
553,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Weekly Session),"gardening,workshop",226,2025-05-18,4.4,81,214,26
554,Block Movie Night,Outdoor movie screening every Friday evening (Beginner Friendly),"movies,entertainment",243,2025-06-16,9.4,19,57,33
555,Cycling Group,Weekend cycling tours around the city (Weekly Session),"sports,outdoors",232,2025-02-23,8.7,10,296,32
556,Block Movie Night,Outdoor movie screening every Friday evening (Weekly Session),"movies,entertainment",209,2025-05-19,3.6,81,170,12
557,Yoga Class,Morning yoga session for fitness and relaxation (Weekly Session),"fitness,wellness",223,2025-06-02,0.5,51,13,31
558,Yoga Class,Morning yoga session for fitness and relaxation (Join Now),"fitness,wellness",217,2025-07-27,9.8,11,491,27
559,Tech Talk,Presentations on emerging technologies (Limited Slots),"technology,education",218,2025-03-13,8.2,12,477,48
560,Block Movie Night,Outdoor movie screening every Friday evening (Limited Slots),"movies,entertainment",204,2025-01-19,5.3,86,218,0
561,Book Club,Monthly book discussions on contemporary literature (Limited Slots),"books,community",223,2025-08-16,7.9,100,275,12
562,Book Club,Monthly book discussions on contemporary literature (Join Now),"books,community",211,2025-06-09,3.4,28,125,30
563,Yoga Class,Morning yoga session for fitness and relaxation (Join Now),"fitness,wellness",233,2025-04-28,8.3,96,86,3
564,Cycling Group,Weekend cycling tours around the city (Join Now),"sports,outdoors",223,2025-06-15,9.8,72,271,45
565,Cooking Workshop,Hands-on cooking workshops for healthy meals (Join Now),"food,education",219,2025-07-20,7.8,14,99,29
566,Block Movie Night,Outdoor movie screening every Friday evening (Weekly Session),"movies,entertainment",245,2025-01-28,2.8,7,297,36
567,Book Club,Monthly book discussions on contemporary literature (Join Now),"books,community",214,2025-03-12,10.0,20,163,15
568,Food Festival,Block B food festival featuring local cuisine (Weekly Session),"food,event",222,2025-05-13,4.2,79,66,43
569,Cycling Group,Weekend cycling tours around the city (Beginner Friendly),"sports,outdoors",204,2025-01-07,9.6,63,452,43
570,Food Festival,Block B food festival featuring local cuisine (Beginner Friendly),"food,event",248,2025-02-24,2.1,54,344,2
571,Yoga Class,Morning yoga session for fitness and relaxation (Weekly Session),"fitness,wellness",225,2025-05-10,2.7,77,33,5
572,Pottery Class,Weekly pottery classes for beginners (Join Now),"art,crafts",249,2025-03-25,0.5,42,149,33
573,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Join Now),"gardening,workshop",236,2025-05-08,1.8,55,496,42
574,Cycling Group,Weekend cycling tours around the city (Weekly Session),"sports,outdoors",243,2025-02-04,8.1,42,453,13
575,Book Club,Monthly book discussions on contemporary literature (Weekly Session),"books,community",213,2025-07-07,9.8,95,168,16
576,Pottery Class,Weekly pottery classes for beginners (Limited Slots),"art,crafts",201,2025-01-09,8.8,0,188,42
577,Pottery Class,Weekly pottery classes for beginners (Weekly Session),"art,crafts",204,2025-01-02,1.6,28,372,22
578,Tech Talk,Presentations on emerging technologies (Beginner Friendly),"technology,education",232,2025-02-22,7.2,26,168,16
579,Yoga Class,Morning yoga session for fitness and relaxation (Beginner Friendly),"fitness,wellness",238,2025-01-16,8.8,7,458,32
580,Food Festival,Block B food festival featuring local cuisine (Beginner Friendly),"food,event",218,2025-04-30,9.9,63,158,19
